state,party,pct,end_date,winner,closest_race
Wisconsin,DEM,47,2024-08-14,Kamala Harris,21
Wisconsin,REP,46.1,2024-08-14,Kamala Harris,21
Wisconsin,DEM,47.2,2024-08-14,Kamala Harris,21
Wisconsin,REP,47,2024-08-14,Kamala Harris,21
Wisconsin,DEM,45.3,2024-08-14,Kamala Harris,21
Wisconsin,REP,43.1,2024-08-14,Kamala Harris,21
Wisconsin,DEM,46.2,2024-08-14,Kamala Harris,21
Wisconsin,REP,44.8,2024-08-14,Kamala Harris,21
Arizona,DEM,47,2024-08-14,Donald Trump,21
Arizona,REP,46,2024-08-14,Donald Trump,21
Arizona,DEM,46.5,2024-08-08,Donald Trump,21
Arizona,REP,47.7,2024-08-08,Donald Trump,21
Wisconsin,DEM,50,2024-08-08,Kamala Harris,21
Wisconsin,REP,46,2024-08-08,Kamala Harris,21
Wisconsin,DEM,50,2024-08-08,Kamala Harris,21
Wisconsin,REP,46,2024-08-08,Kamala Harris,21
Wisconsin,DEM,49,2024-08-08,Kamala Harris,21
Wisconsin,REP,42,2024-08-08,Kamala Harris,21
Wisconsin,DEM,49,2024-08-08,Kamala Harris,21
Wisconsin,REP,43,2024-08-08,Kamala Harris,21
Arizona,DEM,45,2024-08-08,Donald Trump,21
Arizona,REP,46,2024-08-08,Donald Trump,21
Arizona,DEM,46,2024-08-08,Donald Trump,21
Arizona,REP,49,2024-08-08,Donald Trump,21
Wisconsin,DEM,45,2024-08-08,Kamala Harris,21
Wisconsin,REP,45,2024-08-08,Kamala Harris,21
Wisconsin,DEM,48,2024-08-08,Kamala Harris,21
Wisconsin,REP,48,2024-08-08,Kamala Harris,21
Wisconsin,DEM,48.3,2024-08-07,Kamala Harris,21
Wisconsin,REP,48.6,2024-08-07,Kamala Harris,21
Wisconsin,DEM,48,2024-08-05,Kamala Harris,21
Wisconsin,REP,45,2024-08-05,Kamala Harris,21
Arizona,DEM,42,2024-08-05,Donald Trump,21
Arizona,REP,44,2024-08-05,Donald Trump,21
Arizona,DEM,44.4,2024-08-05,Donald Trump,21
Arizona,REP,41.6,2024-08-05,Donald Trump,21
Arizona,DEM,44,2024-08-03,Donald Trump,21
Arizona,REP,43,2024-08-03,Donald Trump,21
Wisconsin,DEM,43,2024-08-03,Kamala Harris,21
Wisconsin,REP,43,2024-08-03,Kamala Harris,21
Wisconsin,DEM,49,2024-08-01,Kamala Harris,21
Wisconsin,REP,50,2024-08-01,Kamala Harris,21
Wisconsin,DEM,50,2024-08-01,Kamala Harris,21
Wisconsin,REP,49,2024-08-01,Kamala Harris,21
Wisconsin,DEM,45,2024-08-01,Kamala Harris,21
Wisconsin,REP,43,2024-08-01,Kamala Harris,21
Wisconsin,DEM,46,2024-08-01,Kamala Harris,21
Wisconsin,REP,45,2024-08-01,Kamala Harris,21
Arizona,DEM,47,2024-07-30,Donald Trump,21
Arizona,REP,49,2024-07-30,Donald Trump,21
Arizona,DEM,43,2024-07-29,Donald Trump,21
Arizona,REP,48,2024-07-29,Donald Trump,21
Wisconsin,DEM,48,2024-07-29,Kamala Harris,21
Wisconsin,REP,46,2024-07-29,Kamala Harris,21
Arizona,DEM,48,2024-07-28,Donald Trump,21
Arizona,REP,44,2024-07-28,Donald Trump,21
Arizona,DEM,49,2024-07-28,Donald Trump,21
Arizona,REP,47,2024-07-28,Donald Trump,21
Wisconsin,DEM,44,2024-07-28,Kamala Harris,21
Wisconsin,REP,45,2024-07-28,Kamala Harris,21
Wisconsin,DEM,49,2024-07-28,Kamala Harris,21
Wisconsin,REP,47,2024-07-28,Kamala Harris,21
Arizona,DEM,43,2024-07-24,Donald Trump,21
Arizona,REP,46,2024-07-24,Donald Trump,21
Wisconsin,DEM,44,2024-07-24,Kamala Harris,21
Wisconsin,REP,44,2024-07-24,Kamala Harris,21
Wisconsin,DEM,46,2024-07-24,Kamala Harris,21
Wisconsin,REP,46,2024-07-24,Kamala Harris,21
Wisconsin,DEM,49,2024-07-24,Kamala Harris,21
Wisconsin,REP,50,2024-07-24,Kamala Harris,21
Wisconsin,REP,50,2024-07-24,Kamala Harris,21
Wisconsin,REP,49,2024-07-24,Kamala Harris,21
Arizona,DEM,47.4,2024-07-23,Donald Trump,21
Arizona,REP,52.6,2024-07-23,Donald Trump,21
Arizona,DEM,39.8,2024-07-23,Donald Trump,21
Arizona,REP,47.5,2024-07-23,Donald Trump,21
Wisconsin,DEM,50.6,2024-07-23,Kamala Harris,21
Wisconsin,REP,49.4,2024-07-23,Kamala Harris,21
Wisconsin,DEM,45.4,2024-07-23,Kamala Harris,21
Wisconsin,REP,44.9,2024-07-23,Kamala Harris,21
Arizona,REP,45,2024-07-20,Donald Trump,21
Arizona,REP,50,2024-07-20,Donald Trump,21
Arizona,DEM,40,2024-07-20,Donald Trump,21
Arizona,REP,46,2024-07-20,Donald Trump,21
Arizona,REP,45,2024-07-20,Donald Trump,21
Arizona,REP,44,2024-07-18,Donald Trump,21
Wisconsin,REP,42,2024-07-18,Kamala Harris,21
Wisconsin,REP,45.6,2024-07-17,Kamala Harris,21
Arizona,REP,46.9,2024-07-16,Donald Trump,21
Arizona,REP,45.6,2024-07-16,Donald Trump,21
Wisconsin,REP,47.6,2024-07-16,Kamala Harris,21
Wisconsin,REP,45.5,2024-07-16,Kamala Harris,21
Arizona,REP,49,2024-07-16,Donald Trump,21
Arizona,DEM,42,2024-07-16,Donald Trump,21
Arizona,REP,48,2024-07-16,Donald Trump,21
Wisconsin,REP,47,2024-07-16,Kamala Harris,21
Wisconsin,DEM,48,2024-07-16,Kamala Harris,21
Wisconsin,REP,48,2024-07-16,Kamala Harris,21
Wisconsin,REP,46,2024-07-12,Kamala Harris,21
Arizona,REP,46,2024-07-11,Donald Trump,21
Arizona,REP,51,2024-07-11,Donald Trump,21
Arizona,DEM,44,2024-07-11,Donald Trump,21
Arizona,REP,52,2024-07-11,Donald Trump,21
Arizona,REP,49,2024-07-11,Donald Trump,21
Arizona,REP,51,2024-07-11,Donald Trump,21
Arizona,REP,49,2024-07-11,Donald Trump,21
Arizona,REP,46,2024-07-11,Donald Trump,21
Arizona,REP,47,2024-07-11,Donald Trump,21
Wisconsin,REP,47,2024-07-11,Kamala Harris,21
Wisconsin,DEM,48,2024-07-11,Kamala Harris,21
Wisconsin,REP,49,2024-07-11,Kamala Harris,21
Wisconsin,REP,46,2024-07-11,Kamala Harris,21
Wisconsin,REP,48,2024-07-11,Kamala Harris,21
Wisconsin,REP,46,2024-07-11,Kamala Harris,21
Wisconsin,REP,44,2024-07-11,Kamala Harris,21
Wisconsin,REP,47,2024-07-11,Kamala Harris,21
Arizona,REP,43,2024-07-10,Donald Trump,21
Wisconsin,REP,46,2024-07-10,Kamala Harris,21
Wisconsin,REP,38,2024-07-10,Kamala Harris,21
Wisconsin,DEM,47,2024-07-10,Kamala Harris,21
Wisconsin,REP,48,2024-07-10,Kamala Harris,21
Arizona,REP,48,2024-07-08,Donald Trump,21
Arizona,REP,41,2024-07-08,Donald Trump,21
Wisconsin,REP,47,2024-07-08,Kamala Harris,21
Wisconsin,REP,43,2024-07-08,Kamala Harris,21
Arizona,REP,45,2024-07-05,Donald Trump,21
Arizona,REP,48,2024-07-05,Donald Trump,21
Wisconsin,REP,39,2024-07-05,Kamala Harris,21
Wisconsin,REP,44,2024-07-05,Kamala Harris,21
Arizona,REP,46,2024-07-02,Donald Trump,21
Wisconsin,REP,47,2024-07-02,Kamala Harris,21
Wisconsin,REP,44,2024-07-02,Kamala Harris,21
Wisconsin,REP,50,2024-07-02,Kamala Harris,21
Arizona,REP,49,2024-07-01,Donald Trump,21
Wisconsin,REP,49,2024-07-01,Kamala Harris,21
Arizona,REP,48,2024-06-20,Donald Trump,21
Arizona,REP,42,2024-06-20,Donald Trump,21
Wisconsin,REP,50,2024-06-20,Kamala Harris,21
Wisconsin,REP,49,2024-06-20,Kamala Harris,21
Wisconsin,REP,43,2024-06-20,Kamala Harris,21
Wisconsin,REP,44,2024-06-20,Kamala Harris,21
Arizona,REP,47,2024-06-20,Donald Trump,21
Wisconsin,REP,45,2024-06-20,Kamala Harris,21
Arizona,REP,52,2024-06-18,Donald Trump,21
Arizona,REP,42.7,2024-06-18,Donald Trump,21
Wisconsin,REP,51.3,2024-06-18,Kamala Harris,21
Wisconsin,REP,43.8,2024-06-18,Kamala Harris,21
Arizona,REP,40,2024-06-11,Donald Trump,21
Wisconsin,REP,44,2024-06-10,Kamala Harris,21
Arizona,REP,45,2024-06-04,Donald Trump,21
Arizona,REP,50,2024-06-04,Donald Trump,21
Arizona,REP,51,2024-06-03,Donald Trump,21
Arizona,REP,46,2024-06-03,Donald Trump,21
Arizona,REP,41,2024-05-21,Donald Trump,21
Wisconsin,REP,44,2024-05-21,Kamala Harris,21
Wisconsin,REP,45,2024-05-19,Kamala Harris,21
Wisconsin,REP,42,2024-05-19,Kamala Harris,21
Arizona,REP,52,2024-05-16,Donald Trump,21
Arizona,REP,44,2024-05-16,Donald Trump,21
Arizona,REP,44,2024-05-14,Donald Trump,21
Arizona,REP,43,2024-05-14,Donald Trump,21
Wisconsin,REP,43,2024-05-13,Kamala Harris,21
Wisconsin,REP,47,2024-05-13,Kamala Harris,21
Wisconsin,DEM,41,2024-05-13,Kamala Harris,21
Wisconsin,REP,49,2024-05-13,Kamala Harris,21
Arizona,REP,45,2024-05-12,Donald Trump,21
Arizona,REP,49,2024-05-12,Donald Trump,21
Arizona,DEM,42,2024-05-12,Donald Trump,21
Arizona,REP,51,2024-05-12,Donald Trump,21
Arizona,REP,42,2024-05-09,Donald Trump,21
Arizona,REP,49,2024-05-09,Donald Trump,21
Arizona,REP,44,2024-05-09,Donald Trump,21
Arizona,REP,49,2024-05-09,Donald Trump,21
Wisconsin,REP,38,2024-05-09,Kamala Harris,21
Wisconsin,REP,45,2024-05-09,Kamala Harris,21
Wisconsin,REP,40,2024-05-09,Kamala Harris,21
Wisconsin,REP,47,2024-05-09,Kamala Harris,21
Wisconsin,REP,44,2024-05-06,Kamala Harris,21
Wisconsin,REP,39,2024-05-06,Kamala Harris,21
Arizona,REP,44,2024-05-04,Donald Trump,21
Arizona,REP,38.1,2024-04-29,Donald Trump,21
Arizona,REP,52.3,2024-04-29,Donald Trump,21
Arizona,REP,43.6,2024-04-29,Donald Trump,21
Wisconsin,REP,51.6,2024-04-29,Kamala Harris,21
Wisconsin,REP,44.7,2024-04-29,Kamala Harris,21
Wisconsin,REP,50,2024-04-25,Kamala Harris,21
Wisconsin,REP,48,2024-04-25,Kamala Harris,21
Arizona,REP,47,2024-04-21,Donald Trump,21
Wisconsin,REP,48,2024-04-21,Kamala Harris,21
Arizona,REP,45.5,2024-04-21,Donald Trump,21
Wisconsin,REP,41.4,2024-04-21,Kamala Harris,21
Wisconsin,REP,41,2024-04-16,Kamala Harris,21
Wisconsin,REP,48,2024-04-16,Kamala Harris,21
Wisconsin,REP,44,2024-04-14,Kamala Harris,21
Wisconsin,REP,48,2024-04-14,Kamala Harris,21
Arizona,REP,46,2024-04-13,Donald Trump,21
Arizona,REP,49,2024-04-13,Donald Trump,21
Arizona,REP,39,2024-04-11,Donald Trump,21
Arizona,REP,48,2024-04-11,Donald Trump,21
Arizona,REP,44,2024-04-11,Donald Trump,21
Arizona,REP,42,2024-04-11,Donald Trump,21
Wisconsin,REP,51,2024-04-10,Kamala Harris,21
Wisconsin,REP,51,2024-04-10,Kamala Harris,21
Wisconsin,REP,41,2024-04-10,Kamala Harris,21
Wisconsin,REP,42,2024-04-10,Kamala Harris,21
Wisconsin,REP,45,2024-04-09,Kamala Harris,21
Wisconsin,REP,37,2024-04-09,Kamala Harris,21
Arizona,REP,39,2024-03-31,Donald Trump,21
Arizona,REP,45,2024-03-20,Donald Trump,21
Wisconsin,REP,46.7,2024-03-20,Kamala Harris,21
Arizona,REP,51,2024-03-19,Donald Trump,21
Wisconsin,REP,46,2024-03-19,Kamala Harris,21
Wisconsin,REP,51.8,2024-03-18,Kamala Harris,21
Wisconsin,REP,43.4,2024-03-18,Kamala Harris,21
Arizona,REP,46,2024-03-17,Donald Trump,21
Arizona,REP,37,2024-03-17,Donald Trump,21
Arizona,REP,44,2024-03-17,Donald Trump,21
Arizona,REP,52.3,2024-03-15,Donald Trump,21
Arizona,REP,45.8,2024-03-15,Donald Trump,21
Arizona,REP,43,2024-03-14,Donald Trump,21
Arizona,REP,48,2024-03-14,Donald Trump,21
Wisconsin,REP,41,2024-03-14,Kamala Harris,21
Wisconsin,REP,45,2024-03-14,Kamala Harris,21
Arizona,REP,49,2024-03-11,Donald Trump,21
Arizona,REP,43,2024-03-11,Donald Trump,21
Arizona,REP,47,2024-02-26,Donald Trump,21
Wisconsin,REP,45.2,2024-02-24,Kamala Harris,21
Wisconsin,REP,40.8,2024-02-24,Kamala Harris,21
Wisconsin,DEM,43.6,2024-02-24,Kamala Harris,21
Wisconsin,REP,47,2024-02-24,Kamala Harris,21
Wisconsin,REP,44.7,2024-02-24,Kamala Harris,21
Wisconsin,REP,41,2024-02-23,Kamala Harris,21
Arizona,REP,45.6,2024-02-19,Donald Trump,21
Arizona,REP,42.6,2024-02-19,Donald Trump,21
Arizona,DEM,40.3,2024-02-19,Donald Trump,21
Arizona,REP,47.6,2024-02-19,Donald Trump,21
Arizona,REP,47.3,2024-02-19,Donald Trump,21
Arizona,REP,45,2024-02-18,Donald Trump,21
Arizona,REP,49,2024-02-18,Donald Trump,21
Wisconsin,REP,41,2024-02-18,Kamala Harris,21
Wisconsin,REP,46,2024-02-18,Kamala Harris,21
Arizona,REP,45,2024-02-01,Donald Trump,21
Wisconsin,REP,49,2024-01-31,Kamala Harris,21
Wisconsin,REP,50,2024-01-31,Kamala Harris,21
Wisconsin,REP,40,2024-01-31,Kamala Harris,21
Wisconsin,REP,41,2024-01-31,Kamala Harris,21
Wisconsin,REP,42,2024-01-30,Kamala Harris,21
Wisconsin,REP,47,2024-01-30,Kamala Harris,21
Arizona,REP,43,2024-01-21,Donald Trump,21
Arizona,REP,47,2024-01-21,Donald Trump,21
Wisconsin,REP,43,2024-01-21,Kamala Harris,21
Wisconsin,REP,49,2024-01-21,Kamala Harris,21
Arizona,REP,41,2023-12-30,Donald Trump,21
Arizona,REP,46,2023-12-08,Donald Trump,21
Arizona,REP,40,2023-12-08,Donald Trump,21
Arizona,REP,40,2023-12-08,Donald Trump,21
Arizona,REP,40,2023-12-06,Donald Trump,21
Arizona,REP,46,2023-12-06,Donald Trump,21
Wisconsin,REP,40,2023-12-06,Kamala Harris,21
Wisconsin,REP,45,2023-12-06,Kamala Harris,21
Arizona,REP,39,2023-12-01,Donald Trump,21
Arizona,REP,48,2023-12-01,Donald Trump,21
Wisconsin,REP,32,2023-12-01,Kamala Harris,21
Wisconsin,REP,41,2023-12-01,Kamala Harris,21
Arizona,REP,40,2023-11-29,Donald Trump,21
Wisconsin,REP,38.6,2023-11-23,Kamala Harris,21
Wisconsin,REP,39,2023-11-23,Kamala Harris,21
Wisconsin,REP,38.7,2023-11-23,Kamala Harris,21
Wisconsin,REP,39.2,2023-11-23,Kamala Harris,21
Wisconsin,REP,39.4,2023-11-23,Kamala Harris,21
Wisconsin,REP,40,2023-11-23,Kamala Harris,21
Arizona,REP,42,2023-11-20,Donald Trump,21
Arizona,REP,46,2023-11-07,Donald Trump,21
Arizona,REP,40,2023-11-07,Donald Trump,21
Wisconsin,REP,47,2023-11-07,Kamala Harris,21
Wisconsin,REP,38,2023-11-07,Kamala Harris,21
Wisconsin,REP,43.8,2023-11-04,Kamala Harris,21
Wisconsin,REP,45.2,2023-11-04,Kamala Harris,21
Arizona,REP,42.8,2023-11-04,Donald Trump,21
Arizona,REP,45.5,2023-11-04,Donald Trump,21
Arizona,REP,49,2023-11-03,Donald Trump,21
Arizona,REP,49,2023-11-03,Donald Trump,21
Arizona,DEM,43,2023-11-03,Donald Trump,21
Arizona,REP,48,2023-11-03,Donald Trump,21
Arizona,DEM,43,2023-11-03,Donald Trump,21
Arizona,REP,48,2023-11-03,Donald Trump,21
Arizona,REP,33,2023-11-03,Donald Trump,21
Arizona,REP,34,2023-11-03,Donald Trump,21
Wisconsin,REP,45,2023-11-03,Kamala Harris,21
Wisconsin,REP,45,2023-11-03,Kamala Harris,21
Wisconsin,DEM,46,2023-11-03,Kamala Harris,21
Wisconsin,REP,47,2023-11-03,Kamala Harris,21
Wisconsin,DEM,46,2023-11-03,Kamala Harris,21
Wisconsin,REP,48,2023-11-03,Kamala Harris,21
Wisconsin,REP,35,2023-11-03,Kamala Harris,21
Wisconsin,REP,35,2023-11-03,Kamala Harris,21
Wisconsin,REP,48,2023-11-02,Kamala Harris,21
Arizona,REP,46,2023-10-31,Donald Trump,21
Arizona,REP,47,2023-10-10,Donald Trump,21
Wisconsin,REP,46,2023-10-10,Kamala Harris,21
Arizona,REP,44,2023-10-08,Donald Trump,21
Arizona,REP,42,2023-10-08,Donald Trump,21
Wisconsin,REP,42,2023-10-04,Kamala Harris,21
Wisconsin,REP,44,2023-09-26,Kamala Harris,21
Arizona,REP,44.7,2023-08-04,Donald Trump,21
Arizona,REP,41.8,2023-08-04,Donald Trump,21
Arizona,REP,46,2023-07-24,Donald Trump,21
Arizona,REP,43,2023-06-19,Donald Trump,21
Wisconsin,REP,43,2023-06-13,Kamala Harris,21
Arizona,REP,44,2023-05-17,Donald Trump,21
Wisconsin,REP,44,2023-04-20,Kamala Harris,21
Arizona,REP,44,2023-04-13,Donald Trump,21
Arizona,REP,50,2023-03-14,Donald Trump,21
Arizona,REP,37,2023-02-09,Donald Trump,21
Arizona,REP,38.3,2023-01-08,Donald Trump,21
Arizona,REP,45,2022-11-09,Donald Trump,21
Arizona,REP,54,2022-11-06,Donald Trump,21
Arizona,REP,53,2022-11-06,Donald Trump,21
Arizona,REP,46.2,2022-11-01,Donald Trump,21
Wisconsin,REP,42.9,2022-10-29,Kamala Harris,21
Wisconsin,REP,44,2022-09-18,Kamala Harris,21
Arizona,REP,44.2,2022-09-07,Donald Trump,21
Arizona,REP,47,2022-09-07,Donald Trump,21
Arizona,REP,40.7,2022-05-16,Donald Trump,21
Arizona,REP,51,2021-11-16,Donald Trump,21
Wisconsin,REP,52,2021-11-16,Kamala Harris,21
Wisconsin,REP,41,2021-10-31,Kamala Harris,21
Arizona,REP,44,2021-06-23,Donald Trump,21
Montana,DEM,39.6,2024-10-25,Donald Trump,25
Montana,REP,58.6,2024-10-25,Donald Trump,25
Montana,DEM,34,2024-10-16,Donald Trump,25
Montana,REP,52,2024-10-16,Donald Trump,25
Montana,DEM,39,2024-10-08,Donald Trump,25
Montana,REP,57,2024-10-08,Donald Trump,25
Montana,DEM,38,2024-10-08,Donald Trump,25
Montana,REP,56,2024-10-08,Donald Trump,25
Montana,DEM,40,2024-10-08,Donald Trump,25
Montana,REP,57,2024-10-08,Donald Trump,25
Montana,DEM,39,2024-10-08,Donald Trump,25
Montana,REP,56,2024-10-08,Donald Trump,25
Montana,DEM,39,2024-09-20,Donald Trump,25
Montana,REP,56,2024-09-20,Donald Trump,25
Montana,DEM,38,2024-09-19,Donald Trump,25
Montana,REP,59,2024-09-19,Donald Trump,25
Montana,DEM,39,2024-08-14,Donald Trump,25
Montana,REP,57,2024-08-14,Donald Trump,25
Montana,DEM,42.5,2024-08-06,Donald Trump,25
Montana,REP,57.5,2024-08-06,Donald Trump,25
Montana,DEM,39,2024-08-06,Donald Trump,25
Montana,REP,53.5,2024-08-06,Donald Trump,25
Montana,REP,56,2024-07-01,Donald Trump,25
Montana,REP,57,2024-06-13,Donald Trump,25
Montana,REP,54,2024-06-05,Donald Trump,25
Montana,REP,50,2024-04-21,Donald Trump,25
Montana,REP,55.6,2024-03-02,Donald Trump,25
Montana,REP,48.5,2024-03-02,Donald Trump,25
Montana,REP,51,2024-02-15,Donald Trump,25
Montana,REP,48.6,2023-10-04,Donald Trump,25
Montana,REP,54,2023-09-19,Donald Trump,25
Montana,REP,51,2023-09-19,Donald Trump,25
Montana,REP,49,2023-09-19,Donald Trump,25
Montana,REP,51,2023-08-17,Donald Trump,25
Montana,REP,49,2022-09-07,Donald Trump,25
Rhode Island,DEM,52,2024-09-20,Kamala Harris,26
Rhode Island,REP,38,2024-09-20,Kamala Harris,26
Rhode Island,DEM,53,2024-09-18,Kamala Harris,26
Rhode Island,REP,40,2024-09-18,Kamala Harris,26
Rhode Island,DEM,56,2024-09-18,Kamala Harris,26
Rhode Island,REP,43,2024-09-18,Kamala Harris,26
Rhode Island,DEM,58,2024-09-16,Kamala Harris,26
Rhode Island,REP,38,2024-09-16,Kamala Harris,26
Rhode Island,REP,33,2024-06-14,Kamala Harris,26
Rhode Island,REP,33,2024-05-20,Kamala Harris,26
Rhode Island,REP,40,2024-05-20,Kamala Harris,26
Rhode Island,REP,39.3,2024-04-21,Kamala Harris,26
Rhode Island,REP,32,2022-10-02,Kamala Harris,26
Rhode Island,REP,37,2022-09-07,Kamala Harris,26
West Virginia,DEM,34,2024-08-27,Donald Trump,27
West Virginia,REP,61,2024-08-27,Donald Trump,27
West Virginia,REP,55,2024-06-04,Donald Trump,27
West Virginia,REP,58.2,2024-04-21,Donald Trump,27
West Virginia,REP,59.3,2023-10-04,Donald Trump,27
Tennessee,DEM,35,2024-10-08,Donald Trump,28
Tennessee,REP,54,2024-10-08,Donald Trump,28
Tennessee,DEM,35,2024-10-08,Donald Trump,28
Tennessee,REP,56,2024-10-08,Donald Trump,28
Tennessee,REP,55,2024-07-01,Donald Trump,28
Tennessee,REP,58,2024-07-01,Donald Trump,28
Tennessee,REP,47,2024-05-09,Donald Trump,28
Tennessee,REP,52.3,2024-04-21,Donald Trump,28
Tennessee,REP,55,2024-04-02,Donald Trump,28
Tennessee,REP,47,2024-04-02,Donald Trump,28
Tennessee,REP,60,2024-04-02,Donald Trump,28
Tennessee,REP,48,2024-04-02,Donald Trump,28
Tennessee,REP,61,2023-12-28,Donald Trump,28
Tennessee,REP,63,2023-12-28,Donald Trump,28
Tennessee,REP,48,2023-12-28,Donald Trump,28
Tennessee,REP,51,2023-12-28,Donald Trump,28
Tennessee,REP,45,2023-12-02,Donald Trump,28
Tennessee,REP,49,2023-11-10,Donald Trump,28
Tennessee,REP,59,2023-10-16,Donald Trump,28
Tennessee,REP,61,2023-10-16,Donald Trump,28
Tennessee,REP,46,2023-10-16,Donald Trump,28
Tennessee,REP,48,2023-10-16,Donald Trump,28
Tennessee,REP,52,2023-10-16,Donald Trump,28
Tennessee,REP,53,2023-10-16,Donald Trump,28
Tennessee,REP,55.3,2023-10-04,Donald Trump,28
Tennessee,REP,51,2023-06-22,Donald Trump,28
Tennessee,REP,54,2023-06-22,Donald Trump,28
Tennessee,REP,42,2023-04-23,Donald Trump,28
South Dakota,DEM,36.5,2024-10-22,Donald Trump,29
South Dakota,REP,62,2024-10-22,Donald Trump,29
South Dakota,DEM,33,2024-10-16,Donald Trump,29
South Dakota,REP,59,2024-10-16,Donald Trump,29
South Dakota,REP,50,2024-05-13,Donald Trump,29
South Dakota,REP,50.6,2024-04-21,Donald Trump,29
South Dakota,REP,55.3,2024-01-28,Donald Trump,29
South Dakota,REP,50.3,2023-10-04,Donald Trump,29
South Dakota,REP,53.1,2022-10-21,Donald Trump,29
New York,DEM,56.8,2024-10-27,Kamala Harris,30
New York,REP,39,2024-10-27,Kamala Harris,30
New York,DEM,54,2024-10-17,Kamala Harris,30
New York,REP,37,2024-10-17,Kamala Harris,30
New York,DEM,58,2024-10-17,Kamala Harris,30
New York,REP,39,2024-10-17,Kamala Harris,30
New York,DEM,58,2024-10-17,Kamala Harris,30
New York,REP,38,2024-10-17,Kamala Harris,30
New York,DEM,58,2024-10-17,Kamala Harris,30
New York,REP,38,2024-10-17,Kamala Harris,30
North Dakota,DEM,32,2024-09-30,Donald Trump,30
North Dakota,REP,59,2024-09-30,Donald Trump,30
North Dakota,DEM,40,2024-09-26,Donald Trump,30
North Dakota,REP,50,2024-09-26,Donald Trump,30
New York,DEM,55.5,2024-09-25,Kamala Harris,30
New York,REP,41.6,2024-09-25,Kamala Harris,30
New York,DEM,52,2024-09-16,Kamala Harris,30
New York,REP,40,2024-09-16,Kamala Harris,30
New York,DEM,55,2024-09-16,Kamala Harris,30
New York,REP,42,2024-09-16,Kamala Harris,30
New York,DEM,53,2024-08-01,Kamala Harris,30
New York,REP,39,2024-08-01,Kamala Harris,30
New York,DEM,49,2024-08-01,Kamala Harris,30
New York,REP,37,2024-08-01,Kamala Harris,30
North Dakota,REP,62,2024-06-19,Donald Trump,30
New York,REP,39,2024-06-17,Kamala Harris,30
New York,REP,37.6,2024-05-29,Kamala Harris,30
New York,REP,44.8,2024-05-29,Kamala Harris,30
New York,REP,38,2024-05-15,Kamala Harris,30
New York,REP,37,2024-05-03,Kamala Harris,30
New York,REP,38.9,2024-04-21,Kamala Harris,30
North Dakota,REP,51.2,2024-04-21,Donald Trump,30
New York,REP,37,2024-04-17,Kamala Harris,30
New York,REP,36,2024-02-14,Kamala Harris,30
New York,REP,32,2024-02-14,Kamala Harris,30
New York,REP,37,2024-01-17,Kamala Harris,30
New York,REP,32,2024-01-17,Kamala Harris,30
New York,REP,36,2023-11-15,Kamala Harris,30
New York,REP,28,2023-11-15,Kamala Harris,30
New York,REP,37,2023-10-19,Kamala Harris,30
New York,REP,31,2023-10-19,Kamala Harris,30
North Dakota,REP,54,2023-10-04,Donald Trump,30
New York,REP,31,2023-09-13,Kamala Harris,30
New York,REP,34,2023-08-16,Kamala Harris,30
New York,REP,28,2023-06-25,Kamala Harris,30
New York,REP,34,2022-11-06,Kamala Harris,30
New York,REP,36.9,2022-10-31,Kamala Harris,30
New York,REP,39.7,2022-10-24,Kamala Harris,30
New York,REP,37,2022-10-18,Kamala Harris,30
New York,REP,37.4,2022-09-06,Kamala Harris,30
New York,REP,29,2022-08-21,Kamala Harris,30
New York,REP,40,2022-08-09,Kamala Harris,30
Washington,DEM,55,2024-10-17,Kamala Harris,32
Washington,REP,40,2024-10-17,Kamala Harris,32
Washington,DEM,57,2024-10-14,Kamala Harris,32
Washington,REP,35,2024-10-14,Kamala Harris,32
Washington,DEM,57,2024-10-12,Kamala Harris,32
Washington,REP,32,2024-10-12,Kamala Harris,32
Washington,DEM,53,2024-09-06,Kamala Harris,32
Washington,REP,32,2024-09-06,Kamala Harris,32
Washington,DEM,52,2024-07-25,Kamala Harris,32
Washington,REP,38,2024-07-25,Kamala Harris,32
Washington,REP,38,2024-07-17,Kamala Harris,32
Washington,DEM,45,2024-07-17,Kamala Harris,32
Washington,REP,40,2024-07-17,Kamala Harris,32
Washington,REP,38,2024-07-17,Kamala Harris,32
Washington,REP,38,2024-07-17,Kamala Harris,32
Washington,REP,37,2024-07-17,Kamala Harris,32
Washington,REP,36,2024-07-13,Kamala Harris,32
Washington,DEM,51,2024-07-13,Kamala Harris,32
Washington,REP,36,2024-07-13,Kamala Harris,32
Washington,REP,39,2024-05-16,Kamala Harris,32
Washington,REP,34,2024-05-16,Kamala Harris,32
Washington,REP,30.7,2024-04-21,Kamala Harris,32
Washington,REP,37,2024-03-21,Kamala Harris,32
Washington,REP,38,2024-02-14,Kamala Harris,32
Washington,REP,38,2023-11-15,Kamala Harris,32
Washington,REP,29,2023-11-03,Kamala Harris,32
Washington,REP,25,2023-11-03,Kamala Harris,32
Washington,REP,36,2023-06-08,Kamala Harris,32
Washington,REP,38.7,2022-10-01,Kamala Harris,32
Washington,REP,40.6,2022-08-17,Kamala Harris,32
Oklahoma,DEM,29,2024-10-18,Donald Trump,36
Oklahoma,REP,65,2024-10-18,Donald Trump,36
Oklahoma,DEM,39.9,2024-08-31,Donald Trump,36
Oklahoma,REP,56,2024-08-31,Donald Trump,36
Oklahoma,REP,46.4,2024-04-21,Donald Trump,36
